SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007001,新增借款,17160000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007002,偿还借款,10642000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007006,发行股份,20892000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007008,回购股份,7581000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007009,赎回债券,4751000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007010,发行债券,7073000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007013,购买子公司少数股权而支付的现金,-4055000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007997,融资业务其他项目,-2810000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,007999,融资业务现金净额,23396000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,008001,汇率影响,-943000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,010999,现金净额,11131000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,011001,期初现金,36540000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,011999,期末现金,47671000000
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,2021-01-01 00:00:00,013999,非运算项目,7591000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001001,除税前溢利(业务利润),19026000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001004,减:投资收益,9718000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001006,加:减值及拨备,3607000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001008,减:出售资产之溢利,-71000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001009,加:折旧及摊销,22714000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001011,加:购股权开支,6728000000
