SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT,STD_REPORT_DATE
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,305546000000.0,2021-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,004039999,总权益及总负债,380034000000.0,2021-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2021-12-31 00:00:00,001,12-31,004060999,非运算项目,216804000000.0,2021-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001001,固定资产,17508000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001004,无形资产,8457000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001005,商誉,22248000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001009,递延税项资产,1674000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001011,长期应收款,3438000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001017,长期投资,76233000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,19808000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004001999,非流动资产合计,149366000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002003,应收帐款,8668000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002006,应收关联方款项,726000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002008,短期投资,126402000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,758000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002010,现金及等价物,35782000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002997,流动资产其他项目,11006000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004002999,流动资产合计,183342000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004009999,总资产,332708000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011001,应付帐款,36716000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011002,应付票据,4752000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011005,应付关联方款项(流动),1324000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),2366000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011007,递延收入(流动),158000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011009,预收款项,12626000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011010,短期贷款,10443000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004011999,流动负债合计,68385000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004013999,净流动资产,114957000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,264323000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020001,长期贷款,,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020003,递延税项负债,3067000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020004,应付关联方款项(非流动),3543000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),4693000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020006,递延收入(非流动),783000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020007,可转换票据及债券,11927000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020018,应付票据(非流动),48408000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,59000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004020999,非流动负债合计,72480000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004025999,总负债,140865000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004027999,少数股东权益,9147000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004028999,净资产,191843000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),135284000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004030005,公积金,47213000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004030012,库存股,,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004030013,其他综合性收益,199000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004030999,股东权益,182696000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004036999,总权益,191843000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,264323000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004039999,总权益及总负债,332708000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,004060999,非运算项目,188741000000.0,2020-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001001,固定资产,18311000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001004,无形资产,7887000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001005,商誉,18250000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001009,递延税项资产,2193000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001011,长期应收款,3564000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001017,长期投资,69410000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,16139000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004001999,非流动资产合计,135754000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002003,应收帐款,7416000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002006,应收关联方款项,1594000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002008,短期投资,112924000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,996000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002010,现金及等价物,33443000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002997,流动资产其他项目,9189000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004002999,流动资产合计,165562000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004009999,总资产,301316000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011001,应付帐款,32701000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011002,应付票据,5219000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011005,应付关联方款项(流动),2231000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),2283000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011007,递延收入(流动),529000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011009,预收款项,11062000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011010,短期贷款,3355000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004011999,流动负债合计,57380000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004013999,净流动资产,108182000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,243936000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004016999,总资产减总负债合计,172815000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020001,长期贷款,7804000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020003,递延税项负债,3273000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020004,应付关联方款项(非流动),3846000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),4486000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020006,递延收入(非流动),1026000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020007,可转换票据及债券,12297000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020018,应付票据(非流动),38090000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,299000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004020999,非流动负债合计,71121000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004025999,总负债,128501000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004027999,少数股东权益,9216000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004028999,净资产,172815000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),126268000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004030005,公积金,38714000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004030013,其他综合性收益,-1383000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004030999,股东权益,163599000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004036999,总权益,172815000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,243936000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004039999,总权益及总负债,301316000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2019-12-31 00:00:00,001,12-31,004060999,非运算项目,171706000000.0,2019-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001001,固定资产,17903000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001004,无形资产,9181000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001005,商誉,18536000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001009,递延税项资产,2324000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001011,长期应收款,4297000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001017,长期投资,80454000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001997,非流动资产其他项目,9777000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004001999,非流动资产合计,142472000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002003,应收帐款,6015000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002006,应收关联方款项,785000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002008,短期投资,111626000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002009,受限制存款及现金,2189000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002010,现金及等价物,27638000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002997,流动资产其他项目,6841000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004002999,流动资产合计,155094000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004009999,总资产,297566000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011001,应付帐款,35381000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011002,应付票据,6871000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011005,应付关联方款项(流动),1727000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011006,融资租赁负债(流动),,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011007,递延收入(流动),523000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011009,预收款项,9221000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011010,短期贷款,3130000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004011999,流动负债合计,56853000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004013999,净流动资产,98241000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004015999,总资产减流动负债,240713000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004016999,总资产减总负债合计,175752000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020001,长期贷款,7456000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020003,递延税项负债,4099000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020004,应付关联方款项(非流动),4360000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020005,融资租赁负债(非流动),,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020006,递延收入(非流动),1363000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020007,可转换票据及债券,4712000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020018,应付票据(非流动),42735000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020997,非流动负债其他项目,236000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004020999,非流动负债合计,64961000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004025999,总负债,121814000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004027999,少数股东权益,12855000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004028999,净资产,175752000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004030004,保留溢利(累计亏损),129246000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004030005,公积金,33441000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004030013,其他综合性收益,210000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004030999,股东权益,162897000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004036999,总权益,175752000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004037999,总权益及非流动负债,240713000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004039999,总权益及总负债,297566000000.0,2018-12-31 00:00:00
09888.HK,09888,百度集团-SW,10088143,2018-12-31 00:00:00,001,12-31,004060999,非运算项目,175036000000.0,2018-12-31 00:00:00
